student_id,id,title,level,date,module,genre family,discipline,disciplinary group,grade,words,s-units,p-units,tables,figures,block quotes,formulae,lists,listlikes,abstract,w/s,s/p,macrotype,gender,year of birth,L1,education (UKA: all secondary education in UK; Ukn: n years of secondary education in UK; OSA: all secondary education overseas),course,number_of_texts,complex
137,0137j,"What is the more convincing hypothesis - the ""China Threat"" or the ""Peaceful rise of China""?",2.0,6/1/06,Politics of Contemporary China,essay,Politics,SS,M,5522.0,173.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.9,2.7,simple assignment,f,1985,English,OSA,Politics,1.0,1
137,0137l,On Capital Punishment,3.0,4/1/07,Issues in Political Theory,essay,Politics,SS,M,5002.0,132.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.9,2.9,simple assignment,f,1985,English,OSA,Politics,1.0,1
137,0137m,Threat of Islam or threat to Islam? Critically assess the conflict between Islam and the West.,3.0,4/1/07,Middle East Regional Relations,essay,Politics,SS,M,5445.0,182.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.9,4.5,simple assignment,f,1985,English,OSA,Politics,1.0,1
137,0137n,Transcending Victimhood: A Critical Analysis of Women in Ethnic Conflict,3.0,4/1/07,Ethnic Conflict and Political Violence,essay,Politics,SS,D,5170.0,145.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,3.3,simple assignment,f,1985,English,OSA,Politics,1.0,1
138,0138a,Understanding the Dynamics of Political Culture and Regime Stability: Crucial to Achieving Sustainable Political Rule,1.0,1/1/06,Introduction to Politics,essay,Politics,SS,D,1605.0,64.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.1,7.1,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
138,0138b,European Press Coverage of the Merkel-Schroeder Struggle: Striving to Widen the Scope of Media Analysis,1.0,10/1/05,Introduction to Politics,essay,Politics,SS,D,1429.0,47.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,5.2,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
138,0138c,"Realism, Liberalism and Marxism: An Unnecessary Antagonism",1.0,11/1/05,World Politics,essay,Politics,SS,M,1684.0,62.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,7.8,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
138,0138d,The Feminist Contribution to Political Thought: A Ground-Breaking Challenge,1.0,11/1/05,Introduction to Politics,essay,Politics,SS,D,1577.0,56.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.2,8.0,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
138,0138e,"The Rise of Transnational Actors: Towards the Creation of a ""New World Order""?",1.0,2/1/06,World Politics,essay,Politics,SS,M,2404.0,78.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,6.5,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
138,0138g,The Fall of China and the Rise of the West: Reflecting Democracy's Triumph over Autocracy?,1.0,11/1/05,World Economy: History &amp; Theory,essay,Economics,SS,M,1581.0,53.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,6.6,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
138,0138h,The Transformation of the Music Industry: A Move to Technology and Perfect Competition,1.0,1/1/06,Economics 1,essay,Economics,SS,D,1988.0,82.0,15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,24.2,5.5,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139a,The Essence of Political Power,1.0,1/1/06,Introduction to Politics,essay,Politics,SS,D,1618.0,54.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,6.8,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139b,Escaping from Cynicism in Interstate Relations: A Review of World Views on International Politics,1.0,11/1/05,World Politics,essay,Politics,SS,M,2167.0,69.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.4,6.9,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139c,Press Coverage of the Japan-China Conflict: Deepening the Countries' Mutual Hostilities?,1.0,10/1/05,Introduction to Politics,essay,Politics,SS,D,1597.0,46.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,6.6,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139d,Globalisation in Today's World: A Recipe for Destruction or a Force for Peace?,1.0,2/1/06,World Politics,essay,Politics,SS,M,2439.0,76.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.1,7.6,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139e,Nationalism: a Weakening Ideology or an Enduringly Potent Political Force?,1.0,3/1/06,Introduction to Politics,essay,Politics,SS,D,1623.0,60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,7.5,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139g,At a Crossroads Between Monopoly and Competition: The Critical State of Today's Music Industry,1.0,12/1/05,Economics 1,essay,Economics,SS,D,1765.0,69.0,12.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,25.6,5.8,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139i,Douglass North's Theory of Institutions: Key to Understanding Underdevelopment Today?,1.0,11/1/05,World Economy: History &amp; Theory,essay,Economics,SS,D,1560.0,53.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,7.6,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
139,0139j,Divergence Big Time in Twentieth Century Economic Growth: Dooming Neoclassical Predictions of Future Convergence?,1.0,2/1/06,World Economy: History &amp; Theory,essay,Economics,SS,D,1677.0,67.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,7.4,simple assignment,f,1987,French,OSA,EPAIS,1.0,0
140,0140b,Can sociologists make use of official statistics or should they seek to generate their own?,1.0,3/1/05,Sociological Imagination and Investigation,essay,Sociology,SS,M,1992.0,72.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,27.7,3.4,simple assignment,f,1986,English,OSA,Sociology,1.0,0
140,0140c,What are ethical problems of observational research as compared with survey research?,1.0,10/1/04,Sociological Imagination and Investigation,essay,Sociology,SS,M,1498.0,54.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,5.4,simple assignment,f,1986,English,OSA,Sociology,1.0,0
140,0140d,What arguments do you think may be given for or against democracy?,1.0,10/1/04,Modernity and Globalisation,essay,Sociology,SS,M,1349.0,38.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,4.2,simple assignment,f,1986,English,OSA,Sociology,1.0,0
140,0140e,What do you understand by the term 'charisma'?,1.0,4/1/05,Modernity and Globalisation,essay,Sociology,SS,M,2176.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,5.8,simple assignment,f,1986,English,OSA,Sociology,1.0,0
140,0140f,Why did Hua Guofeng fail to hold on to power?,2.0,10/1/05,Theoretical Ideas in Sociology,essay,Sociology,SS,M,2508.0,94.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26.7,7.8,simple assignment,f,1986,English,OSA,Sociology,1.0,0
140,0140g,How can Simmel describe life in a modern metropolis as both more impersonal and more individualistic than in pre-modern society?,2.0,10/1/05,Theoretical Ideas in Sociology,essay,Sociology,SS,M,2007.0,72.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,4.8,simple assignment,f,1986,English,OSA,Sociology,1.0,0
143,0143c,THE ENGLISH LAW ON VICARIOUS LIABILITY IS THE BEST COMPROMISE WHICH COULD HAVE BEEN REACHED BETWEEN THE NEEDS OF TORT VICTIMS FOR COMPENSATION AND THE FREEDOM OF BUSINESSES TO OPERATE WITHOUT EXCESSIVE BURDENS.,1.0,4/1/04,Basic Techniques of Common Law in Contract &amp; Tort,essay,Law,SS,M,1170.0,43.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,4.8,simple assignment,f,1985,English,UKA,LLB,1.0,0
144,0144a,Patriarchy was more secure on paper than in practice.' Discuss.,2.0,11/1/04,The European World 1500-1720,essay,History,AH,M,2395.0,66.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,5.1,simple assignment,m,1984,English,UKA,History,1.0,0
144,0144b,The people had no role to play in politics'. Discuss.,2.0,3/1/05,The European World 1500-1720,essay,History,AH,D,2419.0,45.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.8,2.8,simple assignment,m,1984,English,UKA,History,1.0,0
144,0144c,To what extent did the religion practiced by the Catholic laity change in the sixteenth and seventeenth centuries?,2.0,11/1/04,The European World 1500-1720,essay,History,AH,M,1829.0,47.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.9,4.7,simple assignment,m,1984,English,UKA,History,1.0,0
144,0144d,Braudel betrayed the Annales tradition.' Discuss.,3.0,2/1/06,Historiography,essay,History,AH,M,2288.0,53.0,13.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,43.2,4.1,simple assignment,m,1984,English,UKA,History,1.0,0
144,0144e,What part did the factors outlined in Weber's Protestant Ethic play in explaining the divergent economic development of Western and Eastern civilisations,3.0,11/1/05,Historiography,essay,History,AH,M,2678.0,72.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.2,4.2,simple assignment,m,1984,English,UKA,History,1.0,0
147,0147a,What part did the discovery of a sea passage to Asia play in explaining the decline of the Ottoman Empire?,2.0,11/1/05,Galleons and Caravans,essay,History,AH,M,1879.0,65.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.9,5.0,simple assignment,m,1986,German,OSA,History &amp; Politics,1.0,0
147,0147b,"Why is Keynes often seen as continuing the 'classical political economy' tradition, rather than fitting within the neo-classical economics tradition?",2.0,12/1/05,States and Markets,essay,Politics,SS,M,1237.0,57.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,5.7,simple assignment,m,1986,German,OSA,History &amp; Politics,1.0,0
148,0148a,Critically assess the doctrine of intention to create legal relations in the light of the above statement and relevant legal developments.,1.0,1/1/06,Basic Techniques of Common Law in Contract &amp; Tort,essay,Law,SS,M,1271.0,57.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,6.3,simple assignment,f,1986,English,UKA,LLB,1.0,1
163,0163a,Medical euthanasia should not be tolerated or legitimised for the simple reason that conduct designed to bring about the end of the life is the antithesis of proper medicine. Discuss.,2.0,12/1/05,Medicine and the Law,essay,Law,SS,D,2671.0,134.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,7.1,simple assignment,f,1985,Sinhala,OSA,LLB,1.0,0
177,0177b,Is there a role for induction in science?,3.0,2/1/05,Scientific Method,essay,Philosophy,AH,D,3328.0,121.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,5.8,simple assignment,m,1984,English,UKA,Engineering,1.0,0
178,0178a,How and why do UK organisations seek flexibility in labour use? What constraints do they face in practice?,4.0,1/1/06,Industrial Relations and Personnel Management,essay,Business,SS,M,3615.0,134.0,71.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,27.0,1.9,simple assignment,f,1984,Gujarati,OSA,Industrial Relations and Personnel Management,1.0,1
178,0178c,Perdition is more likely than resurgence'.(Metcalf 2005:115).Is the decline in collective bargaining in the UK now irreversible?,4.0,3/1/06,International Political Economy,essay,Business,SS,M,3370.0,139.0,72.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,24.2,1.9,simple assignment,f,1984,Gujarati,OSA,Industrial Relations and Personnel Management,1.0,1
179,0179a,What are the main features of Simmel's theory of modernity?,2.0,3/1/05,Theoretical Ideas in Sociology,essay,Sociology,SS,D,2940.0,82.0,15.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,35.9,5.5,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179b,Are all forms of art part of the 'culture industry'?,2.0,11/1/04,Theoretical Ideas in Sociology,essay,Sociology,SS,M,2741.0,120.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,12.0,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179c,There are no parallels in life to the concentration camps. Its horror can never be fully embraced by the imagination for the very reason it stands outside of life and death. Discuss,2.0,3/1/05,Sociology of the Modern State,essay,Sociology,SS,M,2924.0,86.0,20.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,34.0,4.3,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179d,Did the Death Camps Introduce a New Principle into Modern Political Life?,2.0,3/1/05,Sociology of the Modern State,essay,Sociology,SS,M,1985.0,71.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,28.0,11.8,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179e,In what sense might Hobbes' Leviathan be considered as a modern state?,2.0,11/1/04,Sociology of the Modern State,essay,Sociology,SS,M,1689.0,71.0,14.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,23.8,5.1,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179f,What factors led to the idea that there could be a science of society?,1.0,11/1/03,"State, Society and Work",essay,Sociology,SS,M,1559.0,61.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.6,8.7,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179g,What Are 'Housing Classes'? Do They Help Us Theorise Ethnic Differentials?,1.0,3/1/04,"State, Society and Work",essay,Sociology,SS,M,1610.0,77.0,13.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,20.9,5.9,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179h,The Social Division between Man as 'Breadwinner' and Woman as 'Homemaker' is a Product of Modern Society ?,1.0,3/1/04,"State, Society and Work",essay,Sociology,SS,M,1652.0,62.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,26.6,6.9,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179i,What Are The Distinctive Features Of 'Modern Societies'?,1.0,11/1/03,"State, Society and Work",essay,Sociology,SS,M,1724.0,67.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25.7,7.4,simple assignment,m,1983,English,UKA,Sociology,1.0,0
179,0179j,"Taylorism was a new form of relationship between employer and employee, introduced because of the development of the large capitalist corporation. Discuss.",1.0,11/1/03,"State, Society and Work",essay,Sociology,SS,D,1487.0,67.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,22.2,5.6,simple assignment,m,1983,English,UKA,Sociology,1.0,0
187,0187b,Explain the Law of One Price and Purchasing Power Parity Hypothesis and discuss both their economic and empirical relevance. Illustrate using examples,3.0,1/1/06,International Economics,essay,Economics,SS,M,1696.0,75.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,22.6,3.4,simple assignment,m,1984,English,UKA,Economics,1.0,0
191,0191a,Kleinwort Benson Ltd. v Lincoln City Council [1998] 4,1.0,12/1/01,The Modern English Legal System,essay,Law,SS,D,1373.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.7,23.0,simple assignment,f,1980,English,UKA,Law,1.0,0
191,0191b,South Africa's Truth and Reconciliation Commission failed in its main aims. Discuss.,2.0,4/1/03,Comparative Human Rights,essay,Law,SS,D,2519.0,54.0,20.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,46.6,2.7,simple assignment,f,1980,English,UKA,Law,1.0,0
191,0191c,There is no need for the doctrine of privity: the doctrine of consideration performs the same function. To what extent do you agree or disagree with this statement and why?,2.0,4/1/03,Commercial &amp; Consumer Contracting,essay,Law,SS,M,2563.0,54.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.5,2.7,simple assignment,f,1980,English,UKA,Law,1.0,0
195,0195a,Critically examine how cosmopolitan ideas approach the ethical and political challenges of contemporary international relations.,4.0,1/1/04,International Relations Theory,essay,Politics,SS,M,2204.0,85.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,25.9,6.1,simple assignment,f,1980,Romani,OSA,International Relations,1.0,0
195,0195b,Is the realist critique of liberal internationalism a sound one?,4.0,1/1/04,Issues in Democratisation,essay,Politics,SS,M,2692.0,94.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,28.6,9.4,simple assignment,f,1980,Romani,OSA,International Relations,1.0,0
195,0195c,A critical examination of the contribution of foreign aid to the alleviation of world poverty in the context of the consequences of globalisation,4.0,1/1/04,International Assistance,essay,Politics,SS,M,5510.0,199.0,33.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,27.7,6.0,simple assignment,f,1980,Romani,OSA,International Relations,1.0,1
195,0195d,An Assessment of the Applicability of the Concept of Cosmopolitan Democracy to the EU,4.0,1/1/04,International Relations Theory,essay,Politics,SS,M,5473.0,182.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,30.1,5.4,simple assignment,f,1980,Romani,OSA,International Relations,1.0,1
195,0195e,Moral Pluralism or Universalism? A Critical Interrogation of the Debates in IR Theory,4.0,1/1/03,International Relations Theory,essay,Politics,SS,M,5277.0,182.0,39.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,29.0,4.7,simple assignment,f,1980,Romani,OSA,International Relations,1.0,1
200,0200c,Why do MNCs set up subsidiaries abroad? Explain your answer with examples.,2.0,12/1/04,International Environment of Business,essay,Business,SS,M,1322.0,63.0,30.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,21.0,2.1,simple assignment,f,1985,English,UKA,Management Science,1.0,1
202,0202a,How well did British Industry respond to foreign competition before 1914? Would performance have been better if entrepreneurs had been quicker to adopt new technology?,3.0,12/1/05,The British Economy in the Twentieth Century,essay,Economics,SS,D,2162.0,84.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,9.3,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202b,What were the major changes in the international economy after 1914? Why did the Gold Standard work well before 1914 but not in the interwar period?,3.0,11/1/05,The International Economic System since 1918,essay,Economics,SS,M,2262.0,101.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.4,6.7,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202c,"Watching the governments of the euro zone dealing with its stability and growth pact is a little like watching an escapologist struggling free from a tight knot of rope (The Economist, 17 July 2003)",3.0,11/1/05,Economic Policy in the UK,essay,Economics,SS,D,2382.0,100.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.8,6.3,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202d,Why has there been a proliferation of financial crises since the 1970s? How culpable is the IMF?,3.0,6/1/03,The International Economic System since 1918,essay,Economics,SS,M,2168.0,85.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,25.5,7.7,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202e,How well did British services adjust to the changed economic climate of the interwar period? Was the response better in sectors sheltered from international competition?,3.0,6/1/03,The British Economy in the Twentieth Century,essay,Economics,SS,D,2197.0,98.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,7.5,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202f,What were the major institutional changes in British agriculture from 1700-1850? Did these bring about changes in technology?,2.0,5/1/03,Industrial Revolution,essay,Economics,SS,M,2164.0,83.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,5.9,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202g,What was the economic significance of the reduction in transport costs during the eighteenth and nineteenth centuries? Were the railways more important than the canals or the turnpike trusts?,2.0,12/1/04,Industrial Revolution,essay,Economics,SS,M,2205.0,87.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,7.9,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202h,What factors affect the extent to which monopoly is associated with inefficient resource allocation?,2.0,5/1/03,Economics 2,essay,Economics,SS,M,2527.0,112.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,10.2,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202i,To what extent should policy be used to stabilise the economy? Discuss with examples from the UK,2.0,5/1/01,Economics 2,essay,Economics,SS,M,2188.0,78.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.1,7.1,simple assignment,m,1984,English,UKA,Economics,1.0,0
202,0202k,1. Why is quality important to EHL? (20% of the marks) 2. What are the underlying causes of the quality problems at EHL? (40% of the marks) 3.What steps would you advise Paul Stone to take to improve quality performance at EHL? (40% of the marks),3.0,6/1/03,Business Studies II Operations Management,essay,Business,SS,M,1551.0,64.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.2,4.3,simple assignment,m,1984,English,UKA,Business,1.0,1
202,0202l,"Conflict is always a consideration in Managing Employment Relations (MER)'. Critically assess this statement in relation to different perspectives on the employment relationship and in relation to sectoral, labour force and unionisation issues",3.0,6/1/05,Business Studies II Managing Employment Relations,essay,Business,SS,M,1635.0,69.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.7,8.6,simple assignment,m,1984,English,UKA,Business,1.0,0
202,0202m,"Critically discuss the extent to which group processes influence individual behaviour and group performance. In your answer, draw on theories and concepts from across the module, and illustrate your views with examples.",3.0,6/1/01,Business Studies II Organisational Behaviour,essay,Business,SS,D,1551.0,72.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,5.1,simple assignment,m,1984,English,UKA,Business,1.0,0
202,0202n,Business strategies demand discipline in the execution of long-term strategic plans and flexibility to address emergent changes'. Discuss. Explain which one of the two features is more critical in your view.,3.0,12/1/05,Business Studies II Business Policy,essay,Business,SS,D,1529.0,69.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,6.9,simple assignment,m,1984,English,UKA,Business,1.0,0
206,0206f,"Explain and discuss the view that when oil prices rise, unemployment will follow. Use an aggreagate supply and demand model to illustrate your answer.",1.0,1/1/04,Macroeconomics 1,essay,Economics,SS,M,794.0,35.0,15.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,22.7,2.3,simple assignment,m,1984,English,OSA,Economics,1.0,0
206,0206g,Explain the idea of the 'money multiplier'. How may the central bank use it in conducting its central policy?,1.0,11/1/03,Macroeconomics 1,essay,Economics,SS,M,826.0,43.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,19.2,2.0,simple assignment,m,1984,English,OSA,Economics,1.0,0
206,0206j,Buying vs Renting a Home,3.0,11/1/06,Research in Applied Economics,essay,Economics,SS,D,1129.0,55.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.5,3.1,simple assignment,m,1984,English,OSA,Economics,1.0,0
208,0208a,Why did Brazil's GDP growth slowdown in 2001? Assess the strength of the recovery after 2002 and the prospects for 2005 in the light of oil price increases in 2004. How has the fall of the US dollar impacted the Brazilian economy? To what extent is Brazil over-dependent on the economic performance of the US?,1.0,12/1/04,Economics 1,essay,Economics,SS,M,1807.0,53.0,21.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,34.1,2.5,simple assignment,f,1985,Portuguese,OSA,Economics,1.0,1
208,0208b,-Account for the Rise of Management-,1.0,3/1/05,Foundations of Organisational Behaviour,essay,Business,SS,M,2470.0,84.0,27.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,29.4,3.1,simple assignment,f,1985,Portuguese,OSA,Business,1.0,1
208,0208e,Discuss the economic and social implications of EU enlargement eastwards: would a simple free trade agreement with central-eastern European countries have been a better option?,2.0,12/1/05,International Environment of Business,essay,Business,SS,D,1525.0,50.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,2.5,simple assignment,f,1985,Portuguese,OSA,Business,1.0,0
209,0209a,Produce a critical evaluation of the impact of the judicial decisions of the late Lord Denning MR on the rights of persons in residential occupation.,1.0,4/1/04,Introduction to the Law of Property Relations,essay,Law,SS,D,2594.0,118.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,8.4,simple assignment,m,1985,English,UKA,Law LLB,1.0,0
209,0209b,"To what extent have Government ambitions for the Anti-Social Behaviour Order been fulfilled, taking into account both the experience of operating this procedure nationally and also local experience",1.0,4/1/04,Criminal Law,essay,Law,SS,D,1293.0,59.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.9,7.4,simple assignment,m,1985,English,UKA,Law LLB,1.0,0
209,0209c,The gender neutrality of law is a myth. Discuss.,1.0,4/1/05,Introduction to Legal Theory,essay,Law,SS,M,2544.0,135.0,16.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,18.8,8.4,simple assignment,m,1985,English,UKA,Law LLB,1.0,0
209,0209d,The regulatory scheme initiated under the Human Fertilisation and Embryology Act 1990 is in need of Review Discuss.,2.0,4/1/04,Medicine and the Law,essay,Law,SS,D,2817.0,88.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,4.9,simple assignment,m,1985,English,UKA,Law LLB,1.0,0
209,0209e,The Commission is organised on the pattern of a government. K.P.E. Lasok Law and Institutions of the European Union (2001) at 235. Is it accurate to describe the Commission as the government of the EU?,2.0,4/1/05,Foundations of European Law,essay,Law,SS,D,2659.0,132.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,12.0,simple assignment,m,1985,English,UKA,Law LLB,1.0,0
209,0209g,Critically evaluate the evolution of EC Environmental Law and Policy,2.0,4/1/05,Environmental Law,essay,Law,SS,M,2730.0,139.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,11.6,simple assignment,m,1985,English,UKA,Law LLB,1.0,0
212,0212c,What best explains people's willingness to work hard?,1.0,12/1/05,Foundations of Organisational Behaviour,essay,Business,SS,D,2499.0,115.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,6.1,simple assignment,m,1986,English,UKA,Business,1.0,0
215,0215a,"If the Way of Truth is true, why does Parmenides write the Way of Seeming?",1.0,11/1/05,Introduction to Ancient Philosophy,essay,Philosophy,AH,M,1456.0,49.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.7,6.1,simple assignment,f,1987,English,UKA,Philosophy,1.0,0
215,0215b,Does the Meno show that virtue is teachable?,1.0,12/1/05,Introduction to Ancient Philosophy,essay,Philosophy,AH,D,2403.0,92.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,26.1,6.1,simple assignment,f,1987,English,UKA,Philosophy,1.0,0
215,0215c,"Neoclassicism, with its emphasis on literary production according to fixed rules, may seem absurdly restricted to modern readers. Can you make a case for it on the basis of your reading?",1.0,3/1/06,Problems in Philosophy and Literature,essay,Philosophy,AH,M,1897.0,68.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27.9,5.7,simple assignment,f,1987,English,UKA,Philosophy,1.0,0
215,0215d,What is the role of God in the project of the Meditations?,1.0,2/1/06,Descartes &amp; Locke,essay,Philosophy,AH,M,1487.0,65.0,20.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,22.9,3.3,simple assignment,f,1987,English,UKA,Philosophy,1.0,0
215,0215e,"If 'I exist' is a well formed claim, does this undermine the objection to the ontological argument that says that 'exists' is not a predicate?",1.0,3/1/06,Problems in Philosophy and Literature,essay,Philosophy,AH,M,1488.0,67.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,7.4,simple assignment,f,1987,English,UKA,Philosophy,1.0,0
